Unnamed: 0,url,timestamp,processed_url_text,newspaper,arquivo_url,title,authors,publish_date,text
13,https://www.cmjornal.pt/politica/amp/apetece-me-dar-estalos-na-cara-a-alguns-deputados-andre-ventura-sobre-vaga-de-assaltos-em-braga,20200420175745,apetece me dar estalos na cara a alguns deputados andre ventura sobre vaga de assaltos em,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200420175745/https://www.cmjornal.pt/politica/amp/apetece-me-dar-estalos-na-cara-a-alguns-deputados-andre-ventura-sobre-vaga-de-assaltos-em-braga,"""Apetece-me dar estalos na cara a alguns deputados"": André Ventura sobre vaga de assaltos em Braga",[],,"""Apetece-me dar estalos na cara a alguns deputados e governantes"". A frase é de André Ventura, líder do Chega, e foi publicada no Twitter na madrugada desta segunda-feira num tweet onde comenta uma vaga de assaltos em Braga. O comentário, que já está a gerar polémica naquela rede social, e deve-se ao facto dos crimes terem sido, alegadamente, cometidos por reclusos que tinham sido libertados devido à lei de perdão de penas. ""Quando vejo isto, que me desculpem as palavras, apetece-me dar estalos na cara a alguns deputados e governantes. Mereciam que esta escumalha fosse viver para os vossos bairros"", escreveu André Ventura."
14,https://www.cmjornal.pt/politica/amp/estou-me-nas-tintas-para-a-constituicao-andre-ventura-sobre-regionalizacao-durante-sessao-plenaria,20200219202926,estou me nas tintas para a constituicao andre ventura sobre regionalizacao durante sessao,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200219202926/https://www.cmjornal.pt/politica/amp/estou-me-nas-tintas-para-a-constituicao-andre-ventura-sobre-regionalizacao-durante-sessao-plenaria,"""Estou-me nas tintas para a Constituição"": André Ventura sobre regionalização durante sessão plenária",[],,"
André Ventura comentou esta quarta-feira o tema regionalização durante a sessão plenária que ocorreu no Parlamento. Durante o debate, o deputado teve uma intervenção que lhe rendeu várias críticas. ""Que bom exemplo para os portugueses: criar mais regiões para mais impostos ainda e mais custos. É isto que propõem aos portugueses. Nós não temos ambiguidades"", referiu. ""Honestamente, estou-me nas tintas para o que diga a Constituição. O Chega quer mandar a regionalização para o lixo da história que é onde sempre devia ter estado"", afirmou o líder do Chega, contestado de imediato pela pelas bancadas da esquerda."
15,https://www.cmjornal.pt/politica/detalhe/ana-gomes-ao-ataque-em-cinfaes-com-marcelo-e-andre-ventura-na-mira,20210118164035,ana gomes ao ataque em cinfaes com marcelo e andre ventura na,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20210118164035/https://www.cmjornal.pt/politica/detalhe/ana-gomes-ao-ataque-em-cinfaes-com-marcelo-e-andre-ventura-na-mira,,,,"Golden Tulip Caramulo Hotel & SPA 4*: 1 noite com Pequeno-Almoço, Opção de Meia Pensão e Massagem e Acesso a SPA desde 27€. Relaxe e Aproveite!"
17,https://www.cmjornal.pt/politica/detalhe/andre-ventura-anuncia-candidatura-a-presidencia-da-republica,20200208182815,andre ventura anuncia candidatura a presidencia da,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200208182815/https://www.cmjornal.pt/politica/detalhe/andre-ventura-anuncia-candidatura-a-presidencia-da-republica,,,,"O presidente do Chega, André Ventura, anunciou este sábado que vai candidatar-se a Presidente da República nas eleições de janeiro de 2021.No vídeo ao qual o CM teve acesso, partilhado com militantes e dirigentes do chega, Ventura afirma que não irá suspender o mandato de deputado à Assembleia da República e admite perder a candidatura presidencial. ""Marcelo Rebelo de Sousa é a face deste sistema: Nasceu no sistema, cresceu com o sistema e defende este sistema. Nós somos precisamente o oposto. Podemos não ganhar, mas vamos travar uma luta com grande dignidade"", enfatiza."
47,https://www.cmjornal.pt/politica/detalhe/andre-ventura-anuncia-decisao-sobre-candidatura-presidencial-em-fevereiro,20200112192202,andre ventura anuncia decisao sobre candidatura presidencial em,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200112192202/https://www.cmjornal.pt/politica/detalhe/andre-ventura-anuncia-decisao-sobre-candidatura-presidencial-em-fevereiro,,,,"""Ficou claro que não há unanimidade dentro do partido, entre os conselheiros nacionais, em relação a uma eventual candidatura minha à Presidência da República"", disse à agência Lusa André Ventura, no final do Conselho Nacional do Chega, realizado hoje na Nazaré. No encontro que teve como objetivo ouvir os conselheiros sobre a escolha do candidato a Presidente da República foi patente ""uma divisão quase igualitária"" entre os que defendem a candidatura do líder e aqueles que ""defendem que não seja [candidato], com os riscos que isso pode ter na questão do exercício do mandato como deputado na Assembleia da República"", afirmou André Ventura. Ainda assim, o fundador do partido não descarta a possibilidade de candidatar-se à Presidência da República, tema sobre o qual estará ""em reflexão"" até ao próximo mês de fevereiro, altura em que anunciará a decisão num novo Conselho Nacional, em Portalegre. Na reunião de hoje ficou ainda assente que ""o Chega não coloca a hipótese de apoiar a candidatura de Marcelo Rebelo de Sousa"", acrescentou André Ventura. O perfil do candidato ""terá que ser o de alguém claramente antissistema, claramente para pôr o dedo na ferida nos processos anti-corrupção, nos processos de falta de transparência e nos processos de verdadeiro saque em que está o estado democrático hoje"", concluiu."
56,https://www.cmjornal.pt/politica/detalhe/andre-ventura-deixa-no-ar-conversas-com-rui-rio,20210203141617,andre ventura deixa no ar conversas com rui,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20210203141617/https://www.cmjornal.pt/politica/detalhe/andre-ventura-deixa-no-ar-conversas-com-rui-rio,,,,"Resumo das principais notícias do dia, de Portugal e do Mundo."
59,https://www.cmjornal.pt/politica/detalhe/andre-ventura-infetado-com-covid-19?ref=Coronav%C3%ADrus_CMAoMinuto,20210808235543,andre ventura infetado com covid,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20210808235543/https://www.cmjornal.pt/politica/detalhe/andre-ventura-infetado-com-covid-19?ref=Coronav%C3%ADrus_CMAoMinuto,,,,"André Ventura, presidente e deputado único do partido Chega, testou este domingo positivo à Covid-19 e encontra-se em isolamento por indicação da Direção Geral da Saúde, confirmou o mesmo ao CM. O político cancelou toda a agenda que tinha para os próximos dias. Para já, não tem quaisquer sintomas da doença. Apesar de ter 38 anos, Ventura ainda não foi vacinado, por decisão própria. Terá decidido que só iria receber a vacina no fim do processo de vacinação. ""Sinto-me bem, mas tendo tido este domingo dois testes de antigénio positivos decidi contactar a DGS, que me indicou que devo ficar em isolamento profilático. Amanhã [segunda-feira] realizarei um teste PCR. Em entrevista, em junho, Ventura evitou comentar as ligações de apoiantes seus a movimentos negacionistas, como os ""Médicos pela Verdade"", e afirmou que o partido defende a saúde pública. E quando foi questionado sobre o facto de ter surgido em manifestações públicas sem máscara, o presidente do Chega ironizou: ""Se fossemos dizer que éramos negacionistas por não usarmos máscara... quem nunca pecou que atire a primeira pedra."""
63,https://www.cmjornal.pt/politica/detalhe/octavio-ribeiro-entrevista-andre-ventura-hoje-as-20h20-na-cmtv,20210121152521,octavio ribeiro entrevista andre ventura hoje as 20h20 na,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20210121152521/https://www.cmjornal.pt/politica/detalhe/octavio-ribeiro-entrevista-andre-ventura-hoje-as-20h20-na-cmtv,,,,
66,https://www.dn.pt/edicao-do-dia/05-fev-2021/por-fim-ao-chega-nao-faz-desaparecer-quem-vota-ventura-13317478.html,20210205184213,por fim ao chega nao faz desaparecer quem vota ventura,dn.pt/,https://arquivo.pt/noFrame/replay/20210205184213/https://www.dn.pt/edicao-do-dia/05-fev-2021/por-fim-ao-chega-nao-faz-desaparecer-quem-vota-ventura-13317478.html,Pôr fim ao Chega não faz desaparecer quem vota Ventura,[],,"
Proibir raramente é boa solução para mudar hábitos e convicções numa sociedade. Na maioria das vezes, fazê-lo à revelia da realidade tem um de dois efeitos: ou, apesar da regra, fica tudo na mesma (quantos fumadores conhece que tenham deixado de atirar a beata para o chão, não por consciência ou até vergonha social, mas pela ameaça de multa?), ou dá-se mais gás e mais vigor àqueles que se quer mudar à força. Quando há dois meses Fernando Medina se lembrou de proclamar que o Chega devia ser ilegalizado, André Ventura respondeu: ""Se o Chega for ilegalizado, os seus apoiantes, militantes e dirigentes continuarão a fazer a sua luta na clandestinidade."" Com melhor memória e conhecimento da história e do papel do então ilegal PCP no fim do salazarismo, António Costa foi claro na defesa de que uma vitória na secretaria não é a solução mais eficaz. ""Devemos é procurar entender quais são os fenómenos e as causas sociais que têm gerado um clima que leva muitas pessoas a entender que é no Chega que têm a resposta aos seus problemas"", sublinhou há dias o primeiro-ministro. O diagnóstico não é difícil de se fazer, quando vivemos uma pandemia que tanto tem roubado aos portugueses, sendo particularmente cruel para com aqueles que pior vivem - do salário à possibilidade de ir beber um café à esquina, do emprego à educação dos filhos, da saúde à própria liberdade. E se a emergência do momento não é simples de explicar a quem vê desaparecer o pouco que foi conquistando, bem mais difícil será quando a covid sair de cena, deixando atrás de si um rasto de destruição de que levaremos muitos anos a recuperar. Menos de 45 mil votos separam o resultado de Ana Gomes daquele que foi conquistado por André Ventura nas presidenciais. É praticamente meio milhão de portugueses a votar no candidato que lidera o Chega. À semelhança do que outros tentaram antes - aparentemente apenas conseguindo reforçar o número de apoiantes de Ventura -, a ex-diplomata pretende que se acabe com o partido na secretaria. O que recomendará Ana Gomes que se faça aos eleitores que votam Ventura?"
67,https://www.dn.pt/edicao-do-dia/07-mar-2020/e-de-aldrabice-nao-chega-andre-ventura-11896511.html,20200307181517,e de aldrabice nao chega andre ventura,dn.pt/,https://arquivo.pt/noFrame/replay/20200307181517/https://www.dn.pt/edicao-do-dia/07-mar-2020/e-de-aldrabice-nao-chega-andre-ventura-11896511.html,"E de aldrabice não chega, André Ventura?",[],,"Vergonha mesmo. Há quem ache que não vale a pena apontar as incoerências e as desonestidades de André Ventura, que é tempo perdido porque, alegadamente, a sua base de apoio não quer saber. E não há dúvida de que o próprio pensa assim."
